0	0	1
0	29	2
0	131	1
0	45	1
0	132	1
0	257	1
0	20	1
0	579	1
0	529	1
0	247	1
0	173	1
0	602	1
0	714	1
0	708	1
0	17	1
0	439	1
0	513	1
0	76	1
0	802	1
0	106	1
1000	568	1
1000	206	1
1000	518	1
1000	802	1
1000	788	1
1000	410	1
1000	429	1
1000	41	1
1000	177	1
1000	245	1
1001	416	1
1001	24	1
1001	206	1
1001	498	1
1001	544	1
1001	489	1
1002	43	1
1002	179	1
1002	327	1
1002	583	2
1002	544	1
1002	53	1
1002	41	1
1003	641	1
1003	681	1
1003	368	1
1003	797	1
1003	251	1
1003	843	1
1003	11	1
1003	169	1
1003	254	1
1003	29	1
1004	419	1
1004	368	1
1004	201	1
1004	77	1
1004	61	1
1004	35	1
1004	30	1
1005	781	1
1005	327	1
1005	537	1
1005	394	1
1005	47	1
1005	489	1
1005	39	1
1005	89	1
1005	31	1
1005	157	1
1005	662	1
1005	378	1
1005	346	1
1005	5	1
1006	206	1
1006	190	1
1006	43	1
1006	677	1
1006	562	1
1006	68	1
1006	303	1
1006	570	1
1006	66	1
1006	229	1
1006	774	1
1006	344	1
1006	65	1
1006	866	1
1006	375	1
1006	21	1
1007	275	1
1007	178	1
1007	533	1
1007	214	1
1007	165	1
1007	614	1
1007	97	1
1008	347	1
1008	385	1
1008	107	1
1008	793	1
1008	804	1
1008	838	1
1008	720	1
1008	840	1
1008	125	1
1008	246	1
1008	99	1
1009	334	1
1009	124	1
1009	489	1
1009	43	1
1009	490	1
1009	696	1
1009	748	1
1009	180	1
1009	724	1
1009	618	1
1009	534	1
1009	761	1
1009	214	1
1009	272	1
1009	91	1
1009	536	1
1009	406	2
1009	162	1
1009	283	1
1009	776	1
1009	387	1
1009	639	1
1009	393	1
1009	169	1
1009	115	1
1009	110	1
1009	166	1
1009	437	1
1009	297	1
1009	428	1
1009	48	1
100	61	1
100	171	1
100	129	1
100	172	1
100	34	1
100	191	1
100	210	1
100	260	1
100	62	1
100	270	1
100	160	1
1010	153	1
1010	752	1
1010	651	1
1010	254	1
1010	844	1
1010	26	1
1010	619	1
1010	648	1
1010	788	1
1010	191	1
1010	81	1
1010	50	1
1010	337	1
1010	58	1
1010	368	1
1010	65	1
1010	459	1
1010	847	1
1010	339	1
1010	340	1
1010	696	1
1010	270	1
1010	285	1
1010	39	1
1010	863	1
1011	247	2
1011	206	2
1011	30	1
1011	10	1
1011	740	1
1011	5	1
1011	369	1
1011	183	2
1011	43	1
1011	723	1
1011	458	1
1011	341	1
1011	357	1
1011	207	1
1011	393	1
1011	689	1
1011	42	1
1011	97	1
1011	129	1
1011	226	1
1012	702	1
1012	162	1
1012	334	1
1012	641	2
1012	525	1
1012	701	1
1012	556	1
1012	207	1
1012	132	1
1012	310	1
1012	51	1
1013	285	1
1013	431	1
1013	781	1
1013	10	1
1013	238	1
1013	71	1
1013	435	1
1013	400	1
1013	699	1
1013	647	1
1013	47	1
1013	341	1
1013	289	1
1013	584	1
1013	69	1
1013	346	1
1013	651	1
1013	470	1
1013	120	1
1013	57	1
1013	2	1
1013	125	1
1013	822	1
1013	576	1
1013	851	1
1013	844	1
1013	857	1
1013	147	1
1013	489	1
1013	783	1
1013	211	1
1013	251	1
1013	354	1
1013	19	1
1013	350	1
1014	298	2
1014	78	1
1014	462	1
1014	176	1
1014	153	1
1014	378	1
1014	48	1
1014	307	1
1014	117	1
1014	309	1
1014	53	1
1015	20	1
1015	43	1
1015	797	1
1015	852	1
1015	794	2
1015	857	1
1015	40	1
1016	98	1
1016	840	1
1016	38	1
1016	64	1
1016	58	1
1016	411	1
1016	275	1
1016	378	1
1016	76	1
1016	400	1
1016	31	1
1016	6	1
1016	828	2
1016	349	1
1016	871	1
1016	394	1
1016	289	1
1017	184	1
1017	236	1
1017	113	1
1017	503	1
1017	76	1
1017	260	1
1017	51	1
1017	359	1
1017	64	1
1017	331	1
1017	130	1
1017	111	1
1017	138	1
1017	449	1
1017	489	1
1018	665	1
1018	314	1
1018	378	1
1018	101	1
1018	590	1
1018	370	1
1018	133	1
1018	185	1
1018	65	2
1018	331	2
1018	27	1
1018	160	1
1018	85	1
1018	354	1
1018	404	1
1018	216	1
1018	210	1
1018	251	1
1018	627	1
1018	672	1
1019	160	1
1019	289	1
1019	810	1
1019	844	1
1019	50	1
1019	218	1
1019	298	1
1019	47	1
1019	669	1
1019	125	1
1019	731	1
1019	6	1
1019	134	1
1019	632	1
1019	2	1
1019	201	1
1019	459	1
1019	682	1
1019	45	1
1019	238	1
1019	275	1
1019	301	1
1019	173	1
1019	237	1
1019	395	1
1019	820	1
1019	504	1
1019	307	1
1019	315	1
1019	35	1
1019	67	1
1019	200	1
101	166	2
101	48	1
101	157	1
101	24	1
101	500	1
101	6	1
101	351	1
101	534	1
101	420	1
1020	265	1
1020	179	1
1020	39	1
1020	842	1
1020	63	1
1020	156	1
1020	147	1
1020	848	1
1020	165	1
1020	130	1
1020	92	1
1020	80	1
1020	776	1
1020	847	1
1020	378	1
1021	432	1
1021	67	1
1021	838	1
1021	530	1
1021	266	1
1021	854	1
1021	159	1
1021	112	1
1021	403	1
1021	141	1
1022	148	1
1022	216	1
1022	41	1
1022	414	1
1022	370	1
1022	82	1
1022	30	1
1022	426	1
1022	58	1
1022	367	1
1022	797	1
1022	822	1
1022	751	1
1022	435	1
1022	108	1
1023	846	1
1023	229	1
1023	23	1
1023	63	1
1023	615	1
1023	88	1
1023	594	1
1024	644	1
1024	21	1
1024	498	1
1024	596	1
1024	206	1
1024	464	1
1024	518	1
1025	43	1
1025	331	1
1025	9	1
1025	177	1
1025	713	1
1025	206	1
1025	585	1
1025	866	1
1025	834	1
1025	29	1
1025	32	1
1026	486	1
1026	488	1
1026	5	1
1026	56	1
1026	136	1
1026	461	1
1026	825	1
1026	824	1
1026	275	1
1026	71	1
1026	274	1
1026	249	1
1026	605	1
1026	836	1
1026	452	1
1026	870	1
1027	251	1
1027	346	1
1027	580	1
1027	161	1
1027	146	1
1027	99	1
1027	566	1
1027	256	1
1027	367	1
1027	808	2
1028	848	1
1028	749	1
1028	177	1
1028	655	1
1028	12	1
1028	473	1
1028	36	1
1028	424	1
1028	187	1
1028	92	1
1028	621	1
1028	599	1
1028	571	1
1028	323	1
1028	214	1
1028	13	1
1028	191	1
1028	584	1
1029	284	1
1029	485	1
1029	165	1
1029	382	1
1029	417	1
1029	822	1
1029	109	1
1029	813	1
1029	91	1
1029	264	1
1029	44	1
1029	49	1
1029	117	1
102	61	1
102	108	1
102	283	1
102	177	1
102	3	1
102	381	1
102	10	1
102	112	1
102	2	1
102	465	1
102	643	1
102	354	1
102	7	1
102	674	1
102	69	1
102	58	1
102	60	1
102	378	1
102	370	1
102	547	1
102	82	1
102	113	1
102	366	1
102	94	1
102	95	1
102	114	1
102	437	1
102	579	1
102	766	1
102	30	1
102	227	1
102	269	1
102	184	1
102	552	1
102	43	1
102	478	1
102	200	1
102	398	1
102	421	1
1030	431	1
1030	342	1
1030	472	1
1030	38	1
1030	544	1
1030	2	1
1030	43	1
1030	131	1
1031	43	1
1031	290	1
1031	272	1
1031	639	1
1031	308	1
1031	206	1
1031	464	1
1031	7	1
1031	749	1
1031	147	1
1031	362	1
1031	490	1
1031	487	1
1031	351	1
1031	287	1
1031	98	1
1031	775	1
1031	796	1
1032	547	1
1032	18	1
1032	436	1
1032	536	1
1032	696	1
1032	21	1
1032	31	1
1033	850	1
1033	56	1
1033	509	1
1033	862	1
1033	819	1
1033	88	1
1033	282	1
1033	864	1
1033	786	1
1033	378	2
1034	436	1
1034	464	1
1034	212	1
1034	646	1
1034	596	1
1034	206	1
1034	320	1
1035	341	1
1035	159	1
1035	782	1
1035	322	1
1035	51	1
1035	6	2
1035	838	1
1035	351	1
1035	794	1
1035	781	1
1035	606	1
1035	31	1
1035	115	1
1036	647	1
1036	593	1
1036	843	1
1036	751	1
1036	443	1
1036	169	1
1037	104	1
1037	547	1
1037	88	1
1037	244	1
1037	328	1
1037	199	1
1037	616	1
1038	313	1
1038	243	1
1038	846	1
1038	276	1
1038	825	1
1038	301	1
1038	214	1
1038	43	1
1038	272	1
1039	47	1
1039	69	1
1039	48	1
1039	301	1
1039	58	1
1039	446	2
103	167	1
103	120	1
103	175	1
103	195	1
103	525	1
103	726	1
103	548	1
103	770	1
1040	157	1
1040	29	1
1040	113	1
1040	827	1
1040	829	1
1040	163	1
1040	2	1
1040	131	1
1040	489	1
1040	276	1
1040	234	1
1040	26	1
1041	841	1
1041	76	1
1041	289	1
1041	349	1
1041	849	1
1041	346	1
1041	485	1
1042	56	1
1042	579	1
1042	79	1
1042	840	1
1042	231	1
1042	376	1
1043	810	1
1043	128	1
1043	544	1
1043	482	1
1043	18	1
1043	160	1
1043	275	1
1043	204	1
1043	103	1
1043	308	1
1043	141	1
1044	113	1
1044	301	1
1044	236	1
1044	471	1
1044	311	1
1044	853	1
1044	146	1
1044	750	1
1044	176	1
1044	420	1
1044	500	1
1044	834	1
1044	703	1
1044	860	1
1044	819	1
1044	128	1
1044	31	1
1044	378	1
1044	104	1
1044	746	1
1045	598	2
1045	287	1
1045	196	1
1045	487	1
1045	862	1
1045	104	1
1045	236	1
1046	430	1
1046	7	1
1046	208	1
1046	484	1
1046	78	1
1046	799	1
1046	309	1
1046	50	1
1046	875	1
1047	11	1
1047	275	1
1047	836	1
1047	135	1
1047	294	1
1047	161	1
1048	698	1
1048	641	1
1048	47	1
1048	342	1
1048	837	1
1048	446	1
1048	83	1
1048	50	1
1048	247	1
1048	543	1
1048	857	1
1048	92	1
1048	147	1
1048	783	1
1049	264	1
1049	827	1
1049	179	1
1049	108	1
1049	122	1
1049	86	1
1049	30	1
104	104	1
104	17	1
