0	0	1514769881.0
1	1	1514770344.0
1	2	1514770884.0
2	3	1514775408.0
3	4	1514824186.0
3	5	1514824975.0
4	6	1514825623.0
5	7	1514827145.0
6	8	1514830676.0
6	9	1514831228.0
7	10	1514837311.0
8	11	1514838061.0
8	12	1514838118.0
9	13	1514838473.0
10	14	1514838812.0
9	15	1514838824.0
9	16	1514838933.0
11	17	1514839025.0
9	2	1514839036.0
9	18	1514839117.0
9	19	1514839218.0
9	5	1514839302.0
9	20	1514839428.0
9	21	1514839509.0
12	22	1514840444.0
13	23	1514843405.0
13	24	1514843834.0
14	25	1514845668.0
14	26	1514852279.0
15	27	1514854726.0
9	28	1514861188.0
0	29	1514863774.0
16	30	1514864802.0
16	31	1514865092.0
16	32	1514865191.0
17	33	1514866910.0
18	34	1514890051.0
19	35	1514904319.0
20	36	1514904584.0
21	37	1514905336.0
22	38	1514909610.0
22	39	1514912821.0
23	40	1514912908.0
24	34	1514914180.0
25	41	1514915362.0
26	20	1514922818.0
22	20	1514923224.0
26	42	1514923484.0
26	43	1514923548.0
26	44	1514924069.0
26	21	1514924113.0
26	45	1514924334.0
26	46	1514924605.0
26	47	1514924749.0
26	48	1514925001.0
27	49	1514925156.0
26	50	1514925232.0
27	51	1514926037.0
3	52	1514928021.0
28	53	1514928683.0
29	29	1514928986.0
30	54	1514929306.0
30	55	1514929480.0
22	56	1514933112.0
31	57	1514941091.0
32	58	1514943517.0
31	59	1514946121.0
33	39	1514946695.0
12	60	1514947008.0
34	61	1514947525.0
35	62	1514956711.0
36	57	1514977605.0
37	63	1514983952.0
21	64	1514984540.0
38	65	1514988115.0
38	7	1514988358.0
22	66	1514989985.0
22	67	1514990955.0
22	68	1514991654.0
39	41	1514994793.0
40	69	1514995026.0
41	70	1514999067.0
42	71	1515001587.0
43	72	1515007619.0
37	73	1515010616.0
44	74	1515011589.0
44	75	1515012087.0
44	76	1515012677.0
8	77	1515013911.0
45	78	1515015184.0
3	79	1515016012.0
46	33	1515019180.0
47	80	1515019350.0
48	43	1515020366.0
49	81	1515024525.0
50	82	1515025692.0
51	83	1515028081.0
50	84	1515030405.0
52	85	1515030767.0
53	86	1515031096.0
50	71	1515031627.0
54	87	1515032299.0
55	88	1515032514.0
56	89	1515033355.0
57	90	1515033827.0
32	91	1515034389.0
32	92	1515035562.0
32	93	1515036300.0
32	94	1515037188.0
32	95	1515037552.0
58	96	1515038256.0
58	36	1515038367.0
58	97	1515038441.0
58	38	1515038685.0
58	28	1515038744.0
58	50	1515038901.0
58	98	1515038954.0
58	99	1515039047.0
58	100	1515039291.0
58	101	1515039347.0
59	102	1515040649.0
60	103	1515044659.0
61	20	1515079333.0
62	104	1515079723.0
61	105	1515080194.0
29	106	1515083926.0
56	107	1515084692.0
29	108	1515084792.0
63	109	1515085584.0
56	110	1515085853.0
64	78	1515088539.0
65	32	1515090429.0
66	9	1515093487.0
67	111	1515093672.0
4	112	1515094572.0
68	113	1515095883.0
69	114	1515097647.0
14	115	1515097867.0
69	116	1515098090.0
67	106	1515098094.0
14	93	1515098492.0
70	117	1515098811.0
68	5	1515098902.0
69	118	1515098943.0
68	119	1515098992.0
68	120	1515099176.0
68	20	1515099671.0
68	121	1515099727.0
71	122	1515099748.0
68	88	1515099784.0
68	114	1515099866.0
68	48	1515099991.0
1	41	1515100771.0
1	123	1515100920.0
1	29	1515101252.0
72	54	1515103694.0
73	124	1515103725.0
50	34	1515106984.0
50	125	1515107607.0
74	126	1515108725.0
75	127	1515110493.0
65	128	1515111727.0
65	129	1515113934.0
75	130	1515114973.0
76	131	1515116016.0
0	131	1515118253.0
0	45	1515119113.0
0	132	1515119461.0
77	54	1515121530.0
78	133	1515121983.0
79	134	1515122450.0
80	135	1515147566.0
81	43	1515158024.0
82	136	1515159346.0
81	137	1515159718.0
39	99	1515166573.0
83	138	1515177466.0
67	139	1515181747.0
29	140	1515183827.0
67	141	1515184034.0
19	142	1515184129.0
84	143	1515186932.0
85	144	1515191153.0
86	145	1515193348.0
8	10	1515196635.0
87	146	1515196982.0
88	147	1515198421.0
88	30	1515199032.0
88	17	1515199790.0
89	148	1515202795.0
68	149	1515203180.0
90	150	1515204910.0
81	151	1515207263.0
91	152	1515212432.0
25	48	1515213552.0
25	153	1515213765.0
25	32	1515213833.0
92	131	1515214072.0
93	127	1515226945.0
93	72	1515227415.0
93	154	1515228618.0
93	155	1515228779.0
21	156	1515245748.0
94	157	1515247279.0
95	33	1515247636.0
96	158	1515253895.0
89	47	1515254783.0
55	159	1515256312.0
92	160	1515259580.0
97	31	1515260866.0
4	95	1515261721.0
98	31	1515261724.0
99	161	1515262963.0
32	162	1515263069.0
89	163	1515265458.0
100	61	1515265551.0
89	164	1515265964.0
89	165	1515266424.0
101	166	1515268632.0
102	61	1515269755.0
103	167	1515270373.0
103	120	1515272011.0
104	104	1515272406.0
35	168	1515273511.0
96	1	1515278042.0
105	71	1515278690.0
105	169	1515279724.0
106	170	1515283911.0
100	171	1515285253.0
8	99	1515285510.0
100	129	1515287038.0
100	172	1515287432.0
107	173	1515288480.0
35	174	1515291807.0
103	175	1515293033.0
106	176	1515294722.0
106	132	1515295649.0
106	177	1515295770.0
106	178	1515295929.0
106	179	1515296029.0
106	180	1515297054.0
51	181	1515297295.0
92	182	1515302389.0
108	183	1515304510.0
109	184	1515307688.0
110	185	1515310193.0
111	120	1515322187.0
111	90	1515322435.0
111	186	1515322976.0
105	187	1515329482.0
36	188	1515335765.0
79	54	1515338176.0
112	100	1515339367.0
113	144	1515340399.0
30	189	1515342001.0
32	112	1515342510.0
114	14	1515345721.0
100	34	1515345959.0
114	23	1515346012.0
13	190	1515346477.0
100	191	1515346567.0
24	192	1515349362.0
115	193	1515358097.0
116	56	1515362703.0
85	194	1515365451.0
117	184	1515365898.0
118	160	1515370161.0
119	195	1515371431.0
120	6	1515372134.0
120	147	1515372380.0
121	196	1515376271.0
122	17	1515377769.0
76	197	1515377840.0
123	40	1515378789.0
124	194	1515379723.0
125	198	1515382580.0
125	199	1515383500.0
126	200	1515384723.0
119	201	1515390439.0
35	56	1515392741.0
35	202	1515398180.0
127	197	1515420831.0
128	83	1515421672.0
129	135	1515423957.0
24	203	1515425335.0
130	85	1515428650.0
131	43	1515429116.0
132	204	1515429637.0
133	97	1515431871.0
134	205	1515433480.0
135	206	1515433752.0
88	207	1515436931.0
131	21	1515437177.0
136	147	1515439617.0
4	139	1515440525.0
71	208	1515442242.0
137	28	1515443618.0
137	209	1515444825.0
137	201	1515444890.0
137	120	1515445561.0
100	210	1515447790.0
6	143	1515448892.0
3	211	1515449892.0
137	212	1515450301.0
137	213	1515450903.0
130	145	1515457293.0
119	47	1515461287.0
138	214	1515464887.0
139	215	1515465129.0
140	216	1515465635.0
140	217	1515465749.0
139	126	1515466537.0
32	218	1515469519.0
52	114	1515470433.0
137	47	1515471927.0
141	219	1515474827.0
49	17	1515476377.0
88	163	1515479553.0
88	220	1515480085.0
88	221	1515481412.0
142	222	1515514049.0
143	223	1515516412.0
144	224	1515522952.0
145	61	1515525988.0
146	225	1515527027.0
147	226	1515531759.0
148	20	1515537356.0
149	227	1515543875.0
150	50	1515550217.0
150	28	1515550608.0
151	175	1515552039.0
92	179	1515559311.0
92	31	1515559507.0
152	69	1515591091.0
37	56	1515597986.0
64	17	1515599764.0
65	128	1515599766.0
153	228	1515603229.0
154	229	1515606698.0
155	157	1515611244.0
